Item Type,Sequence,Human Code,Full Statement,Abbreviated Statement,Notes,Supp. Info,Ed. Level,Language,Rewritten Statement
Label,5.12.2.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,5.12.2.5.1,FS-2.b,Child Gesturally or Verbally Segregates Objects into Equal or Unequal Sets,,,,,,Sorts toys into same-size or different-size groups.
Developmental Milestones,5.12.2.5.2,FS-2.a,Child Identifies Equal and Unequal Quantities,,,,,,- Notices when two groups of toys have the same number or different numbers.
Developmental Milestones,5.12.2.5.3,FS-2.c,Child Demonstrates Understanding of the Concept through Drawing or Other Creative Means,,,,,,Creates art to show what they know.
Label,5.12.2.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,5.12.3,FS-3,Child demonstrates one-to-one correspondence,,,,,,Matches one object to each item when playing.
Label,5.12.3.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,5.12.3.1.1,,Reaches for individual objects sequentially.,,,,,,- Picks up one toy at a time.
Label,5.12.3.2,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,5.12.3.2.1,,"Matches simple objects, such as one spoon with one bowl.",,,,,,Pairs a spoon with a bowl.
Label,5.12.3.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,5.12.3.3.1,,"Begins assigning one object to each space or person (e.g., “One toy for you and one for me”).",,,,,,- Gives one toy to a friend and keeps one for themselves.
Label,5.12.3.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,5.12.3.4.1,,"Uses one-to-one correspondence in simple play scenarios, like giving one plate to each doll.",,,,,,Hands out one plate to each doll during play.
Label,5.12.3.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,5.12.3.5.1,FS-3.a,Child accurately counts objects individually,,,,,,- Points to or touches each object while counting aloud.
Developmental Milestones,5.12.3.5.2,FS-3.b,Child matches objects to corresponding numbers,,,,,,- Points to or picks objects to match numbers.
Developmental Milestones,5.12.3.5.3,FS-3.c,Child demonstrates understanding of 'one more' or 'one less',,,,,,- Adds or takes away one item to see the difference.
Label,5.12.3.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,5.12.4,FS-4,"Child recognizes, duplicates, and extends simple patterns",,,,,,"Copies and continues simple patterns, like clapping hands or stacking blocks."
Label,5.12.4.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,5.12.4.1.1,,"Notices repeating visual or auditory stimuli, such as alternating lights or sounds.",,,,,,- Looks at blinking lights or listens to repeating sounds with interest.
Label,5.12.4.2,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,5.12.4.2.1,,"Mimics simple movements, like clapping hands or tapping.",,,,,,- Copies movements like clapping or tapping.
Label,5.12.4.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,5.12.4.3.1,,"Imitates simple patterns, such as stacking blocks in alternating colors",,,,,,- Stacks blocks in a pattern of two different colors.
Label,5.12.4.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,5.12.4.4.1,,"Extends simple patterns with help (e.g., adding to a red-blue-red sequence)",,,,,,- Adds blocks to continue a red-blue-red pattern with help.
Label,5.12.4.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,5.12.4.5.1,FS-4.a,Child identifies and recognizes simple patterns in various contexts.,,,,,,- Spots and follows simple patterns in things around them.
Developmental Milestones,5.12.4.5.2,FS-4.b,Child accurately duplicates given patterns using physical objects or drawings.,,,,,,- Copies simple patterns using toys or crayons.
Developmental Milestones,5.12.4.5.3,FS-4.c,Child successfully extends existing simple patterns by adding appropriate elements.,,,,,,- Adds the next shape or color to a simple pattern.
Label,5.12.4.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,5.12.5,FS-5,Child identifies pattern core,,,,,,- Notices and points to repeating parts in a pattern.
Label,5.12.5.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,5.12.5.1.1,,Notices changes or repetitions in visual or auditory stimuli.,,,,,,- Reacts to changes in sights or sounds.
Label,5.12.5.2,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,5.12.5.2.1,,Attempts to mimic repeating movements or sounds.,,,,,,Imitates simple movements or sounds.
Label,5.12.5.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,5.12.5.3.1,,"Identifies simple repetitive elements, like alternating block colors.",,,,,,"- Stacks blocks in a color pattern, like red-blue-red."
Label,5.12.5.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,5.12.5.4.1,,"Verbalizes recognition of pattern cores (e.g., “red, blue, red!”).",,,,,,"- Says the pattern, like ""red, blue, red!"""
Label,5.12.5.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,5.12.5.5.1,FS-5.a,Child recognizes repetitive sequences,,,,,,- Notices and responds to patterns in songs or stories.
Developmental Milestones,5.12.5.5.2,FS-5.b,Child predicts next element in a pattern,,,,,,- Points to or claps along with the next part of a simple pattern.
Developmental Milestones,5.12.5.5.3,FS-5.c,Child creates own pattern,,,,,,- Stacks blocks in a repeating color order.
Label,5.12.5.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,5.12.6,FS-6,Child demonstrates order and sequence,,,,,,- Lines up toys in a row.
Label,5.12.6.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,5.12.6.1.1,,"Responds to predictable routines (e.g., quieting during feeding or diaper changes).",,,,,,Quiets down during feeding or diaper changes.
Label,5.12.6.2,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,5.12.6.2.1,,"Attempts to repeat familiar order-based tasks, like putting objects back into a container.",,,,,,- Puts toys back into the box after playing.
Label,5.12.6.3,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,5.12.6.3.1,,"Demonstrates emerging understanding of time-based sequences, such as “first snack, then nap.”",,,,,,"Understands simple routines by following ""first snack, then nap."""
Label,5.12.6.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,5.12.6.4.1,,"Follows simple multi-step directions in order, such as “Put your shoes away, then sit down.”",,,,,,- Puts shoes away and then sits down when asked.
Label,5.12.6.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,5.12.6.5.1,FS-6.a,Child Identifies Patterns,,,,,,- Spots and follows simple repeating patterns.
Developmental Milestones,5.12.6.5.2,FS-6.b,Child Understands Temporal Order,,,,,,- Stacks blocks in a certain order from biggest to smallest.
Developmental Milestones,5.12.6.5.3,FS-6.c,Child Applies Sequential Logic,,,,,,Stacks blocks in order from biggest to smallest.
Label,5.12.6.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Domain,6,PMP,"Domain #5: Perceptual, Motor, and Physical Development",,,,,,
Standard,6.1,PMP.1,"Child demonstrates control, strength, and coordination of large muscles",,,,,,*Walks steadily and climbs with confidence.*
Label,6.1.1,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,6.1.1.1,,Lifts head during tummy time and begins rolling over.,,,,,,- Lifts head and starts to roll over during tummy time.
Label,6.1.2,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,6.1.2.1,,"Crawls, pulls up to stand, and begins walking with support.",,,,,,"- Crawls on hands and knees, pulls up to stand, and walks holding onto furniture."
Label,6.1.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,6.1.3.1,,Walks steadily and runs with increasing confidence,,,,,,- Walks smoothly and runs with growing confidence.
Label,6.1.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,6.1.4.1,,Climbs stairs with alternating feet and jumps with both feet.,,,,,,"- Walks up stairs using one foot, then the other, and jumps with both feet."
Label,6.1.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,6.1.5.1,PMP.1.a,"Child can successfully execute a range of activities exercising large muscles such as jumping, running, climbing, and balancing.",,,,,,"- Jumps, runs, climbs, and balances using big muscles."
Developmental Milestones,6.1.5.2,PMP.1.b,"Child shows significant improvements in muscle strength and can effectively handle objects like balls, hoops, or bicycles.",,,,,,"- Grabs and throws balls, pedals a tricycle, and lifts hoops easily."
Developmental Milestones,6.1.5.3,PMP.1.c,"Child exhibits coordinated movements in relation to spatial awareness, including maneuvering around obstacles.",,,,,,- Moves around objects without bumping into them.
Label,6.1.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,6.1.6.1,X.A.1,Demonstrates coordination/balance,,,,PK,,Stands and walks steadily without support.
Developmental Milestones,6.1.6.1.1,X.A.1.a,Exhibits Fine Motor Skills,,,,PK,,- Picks up small objects using thumb and fingers.
Developmental Milestones,6.1.6.1.2,X.A.1.b,Shows Gross Motor Skills,,,,PK,,- Crawls or walks to explore their surroundings.
Developmental Milestones,6.1.6.1.3,X.A.1.c,Demonstrates Bilateral Integration,,,,PK,,Uses both hands together to play and explore.
Standard,6.1.6.2,X.A.2,Coordinates sequence of movements,,,,PK,,Stacks blocks one by one.
Developmental Milestones,6.1.6.2.1,X.A.2.a,Demonstrates Basic Body Coordination,,,,PK,,- Moves smoothly while crawling or walking.
Developmental Milestones,6.1.6.2.2,X.A.2.b,Follows Simple Movement Instructions,,,,PK,,"- Moves when asked, like clapping or waving."
Developmental Milestones,6.1.6.2.3,X.A.2.c,Sequential Motor Task Execution,,,,PK,,- Stacks blocks one on top of the other.
Standard,6.1.6.3,X.A.3,Demonstrates control/strength of large muscles,,,,PK,,* Walks steadily without support.
Developmental Milestones,6.1.6.3.1,X.A.3.a,Demonstrates balance and coordination,,,,PK,,- Stands on one foot without falling.
Developmental Milestones,6.1.6.3.2,X.A.3.b,Showcases upper body strength and control,,,,PK,,- Pushes up on hands during tummy time.
Developmental Milestones,6.1.6.3.3,X.A.3.c,Exhibits lower body strength and control,,,,PK,,- Stands up with support or cruises along furniture.
Standard,6.1.6.4,X.A.4,Child demonstrates coordination and balance in isolation.,,,,PK,,Walks steadily and balances while standing still.
Cluster,6.1.6.5,X.A,Gross Motor Development,,,,PK,,
Standard,6.2,PMP.2,Child uses perceptual information to guide motions and interactions with objects and other people,,,,,,"- Reaches for and grasps toys, adjusting grip based on size and shape."
Label,6.2.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,6.2.1.1,,Turns head toward sounds or visual stimuli.,,,,,,- Looks or turns head toward sounds or things they see.
Label,6.2.2,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,6.2.2.1,,Tracks moving objects and adjusts body movements accordingly,,,,,,- Follows moving toys with their eyes and shifts their body to reach for them.
Label,6.2.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,6.2.3.1,,"Uses visual cues to adjust movements (e.g., stepping over obstacles).",,,,,,Steps carefully over things they see in their way.
Label,6.2.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,6.2.4.1,,"Combines visual and tactile information to solve problems, such as fitting shapes into a sorter.",,,,,,- Matches and fits shapes into a sorter by looking and touching.
Label,6.2.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,6.2.5.1,PMP.2.b,"Child is able to appropriately adjust movements and responses based on perceived information, demonstrating control of over their actions.'",,,,,,- Adjusts movements and reactions based on what they see and hear.
Developmental Milestones,6.2.5.2,PMP.2.a,"Child can accurately interpret visual, auditory, and tactile information to determine distance, location, and characteristics of objects and beings.'",,,,,,- Recognizes familiar objects and sounds by reaching for them or turning towards them.
Developmental Milestones,6.2.5.3,PMP.2.c,Child can engage effectively in interactive activities by using perceptual cues to understand and respond to the actions of others.',,,,,,- Notices and reacts to what others are doing during play.
Label,6.2.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,6.2.6.1,X.B.1,Identifies/locates body parts,,,,PK,,"Points to or touches their nose, eyes, or other body parts when asked."
Developmental Milestones,6.2.6.1.1,X.B.1.a,Recognizes and names basic body parts,,,,PK,,Points to and names body parts.
Developmental Milestones,6.2.6.1.2,X.B.1.b,Matches body parts to their functions,,,,PK,,- Points to a body part when asked what it does.
Developmental Milestones,6.2.6.1.3,X.B.1.c,Distinguishes external and internal body parts,,,,PK,,Points to or names different body parts.
Standard,6.2.6.2,X.B.2,Guides body motions relative to other/objects,,,,PK,,Moves around objects and people with coordination.
Developmental Milestones,6.2.6.2.1,X.B.2.a,Spatial Awareness,,,,PK,,Reaches for and explores objects to learn about space.
Developmental Milestones,6.2.6.2.2,X.B.2.b,Object Interaction,,,,PK,,- Grabs and explores toys with hands and mouth.
Developmental Milestones,6.2.6.2.3,X.B.2.c,Coordinated Movement,,,,PK,,- Moves arms and legs together smoothly.
Cluster,6.2.6.3,X.B,Body Awareness,,,,PK,,
Standard,6.3,PMP.3,"Child demonstrates increasing control, strength, and coordination of small muscles",,,,,,- Grabs and holds toys with growing strength and coordination.
Label,6.3.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,6.3.1.1,,"Grasps small objects with the whole hand (e.g., rattles or toys).",,,,,,Grabs small toys with their whole hand.
Label,6.3.2,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,6.3.2.1,,"Uses a pincer grasp to pick up small items, like food or small toys.",,,,,,- Picks up small items with thumb and finger.
Label,6.3.3,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,6.3.3.1,,Stacks blocks and uses utensils with growing precision.,,,,,,- Builds a tower with blocks and eats with a spoon.
