Item Type,Sequence,Human Code,Full Statement,Abbreviated Statement,Notes,Supp. Info,Ed. Level,Language,Rewritten Statement
Label,5.12.5.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,5.12.5.4.1,,"Verbalizes recognition of pattern cores (e.g., “red, blue, red!”).",,,,,,
Label,5.12.5.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,5.12.5.5.1,FS-5.a,Child recognizes repetitive sequences,,,,,,
Developmental Milestones,5.12.5.5.2,FS-5.b,Child predicts next element in a pattern,,,,,,
Developmental Milestones,5.12.5.5.3,FS-5.c,Child creates own pattern,,,,,,
Label,5.12.5.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,5.12.6,FS-6,Child demonstrates order and sequence,,,,,,
Label,5.12.6.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,5.12.6.1.1,,"Responds to predictable routines (e.g., quieting during feeding or diaper changes).",,,,,,
Label,5.12.6.2,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,5.12.6.2.1,,"Attempts to repeat familiar order-based tasks, like putting objects back into a container.",,,,,,
Label,5.12.6.3,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,5.12.6.3.1,,"Demonstrates emerging understanding of time-based sequences, such as “first snack, then nap.”",,,,,,
Label,5.12.6.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,5.12.6.4.1,,"Follows simple multi-step directions in order, such as “Put your shoes away, then sit down.”",,,,,,
Label,5.12.6.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,5.12.6.5.1,FS-6.a,Child Identifies Patterns,,,,,,
Developmental Milestones,5.12.6.5.2,FS-6.b,Child Understands Temporal Order,,,,,,
Developmental Milestones,5.12.6.5.3,FS-6.c,Child Applies Sequential Logic,,,,,,
Label,5.12.6.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Domain,6,PMP,"Domain #5: Perceptual, Motor, and Physical Development",,,,,,
Standard,6.1,PMP.1,"Child demonstrates control, strength, and coordination of large muscles",,,,,,
Label,6.1.1,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,6.1.1.1,,Lifts head during tummy time and begins rolling over.,,,,,,
Label,6.1.2,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,6.1.2.1,,"Crawls, pulls up to stand, and begins walking with support.",,,,,,
Label,6.1.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,6.1.3.1,,Walks steadily and runs with increasing confidence,,,,,,
Label,6.1.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,6.1.4.1,,Climbs stairs with alternating feet and jumps with both feet.,,,,,,
Label,6.1.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,6.1.5.1,PMP.1.a,"Child can successfully execute a range of activities exercising large muscles such as jumping, running, climbing, and balancing.",,,,,,
Developmental Milestones,6.1.5.2,PMP.1.b,"Child shows significant improvements in muscle strength and can effectively handle objects like balls, hoops, or bicycles.",,,,,,
Developmental Milestones,6.1.5.3,PMP.1.c,"Child exhibits coordinated movements in relation to spatial awareness, including maneuvering around obstacles.",,,,,,
Label,6.1.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,6.1.6.1,X.A.1,Demonstrates coordination/balance,,,,PK,,Stands steadily without support.
Developmental Milestones,6.1.6.1.1,X.A.1.a,Exhibits Fine Motor Skills,,,,PK,, Grasps small objects with fingers.
Developmental Milestones,6.1.6.1.2,X.A.1.b,Shows Gross Motor Skills,,,,PK,,Kicks a ball.
Developmental Milestones,6.1.6.1.3,X.A.1.c,Demonstrates Bilateral Integration,,,,PK,,Uses both hands together to play with toys.
Standard,6.1.6.2,X.A.2,Coordinates sequence of movements,,,,PK,,Stacks blocks by placing one on top of the other.
Developmental Milestones,6.1.6.2.1,X.A.2.a,Demonstrates Basic Body Coordination,,,,PK,, Walks steadily while maintaining balance.
Developmental Milestones,6.1.6.2.2,X.A.2.b,Follows Simple Movement Instructions,,,,PK,," moves when asked, like clapping or waving."
Developmental Milestones,6.1.6.2.3,X.A.2.c,Sequential Motor Task Execution,,,,PK,, Stacks blocks one on top of the other.
Standard,6.1.6.3,X.A.3,Demonstrates control/strength of large muscles,,,,PK,,Builds strength by crawling and pulling up to stand.
Developmental Milestones,6.1.6.3.1,X.A.3.a,Demonstrates balance and coordination,,,,PK,, Walks steadily without support.
Developmental Milestones,6.1.6.3.2,X.A.3.b,Showcases upper body strength and control,,,,PK,, Pushes up on arms during tummy time.
Developmental Milestones,6.1.6.3.3,X.A.3.c,Exhibits lower body strength and control,,,,PK,, Kicks legs with strength and control.
Standard,6.1.6.4,X.A.4,Child demonstrates coordination and balance in isolation.,,,,PK,,Stands steadily and walks without support.
Cluster,6.1.6.5,X.A,Gross Motor Development,,,,PK,, Crawls on hands and knees to explore the room.
Standard,6.2,PMP.2,Child uses perceptual information to guide motions and interactions with objects and other people,,,,,,
Label,6.2.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,6.2.1.1,,Turns head toward sounds or visual stimuli.,,,,,,
Label,6.2.2,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,6.2.2.1,,Tracks moving objects and adjusts body movements accordingly,,,,,,
Label,6.2.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,6.2.3.1,,"Uses visual cues to adjust movements (e.g., stepping over obstacles).",,,,,,
Label,6.2.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,6.2.4.1,,"Combines visual and tactile information to solve problems, such as fitting shapes into a sorter.",,,,,,
Label,6.2.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,6.2.5.1,PMP.2.b,"Child is able to appropriately adjust movements and responses based on perceived information, demonstrating control of over their actions.'",,,,,,
Developmental Milestones,6.2.5.2,PMP.2.a,"Child can accurately interpret visual, auditory, and tactile information to determine distance, location, and characteristics of objects and beings.'",,,,,,
Developmental Milestones,6.2.5.3,PMP.2.c,Child can engage effectively in interactive activities by using perceptual cues to understand and respond to the actions of others.',,,,,,
Label,6.2.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,6.2.6.1,X.B.1,Identifies/locates body parts,,,,PK,,Points to or names body parts.
Developmental Milestones,6.2.6.1.1,X.B.1.a,Recognizes and names basic body parts,,,,PK,,"Points to and names their nose, eyes, and ears."
Developmental Milestones,6.2.6.1.2,X.B.1.b,Matches body parts to their functions,,,,PK,,"Points to their nose when asked, ""Where do you smell?"""
Developmental Milestones,6.2.6.1.3,X.B.1.c,Distinguishes external and internal body parts,,,,PK,,Points to or names body parts inside and outside their body.
Standard,6.2.6.2,X.B.2,Guides body motions relative to other/objects,,,,PK,,Moves their body to reach or touch objects.
Developmental Milestones,6.2.6.2.1,X.B.2.a,Spatial Awareness,,,,PK,,Stacks blocks to build a tower.
Developmental Milestones,6.2.6.2.2,X.B.2.b,Object Interaction,,,,PK,, grabs and Explores toys with hands and mouth.
Developmental Milestones,6.2.6.2.3,X.B.2.c,Coordinated Movement,,,,PK,, moves arms and legs smoothly in play.
Cluster,6.2.6.3,X.B,Body Awareness,,,,PK,, recognizes and Explores different parts of their own body.
Standard,6.3,PMP.3,"Child demonstrates increasing control, strength, and coordination of small muscles",,,,,,
Label,6.3.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,6.3.1.1,,"Grasps small objects with the whole hand (e.g., rattles or toys).",,,,,,
Label,6.3.2,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,6.3.2.1,,"Uses a pincer grasp to pick up small items, like food or small toys.",,,,,,
Label,6.3.3,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,6.3.3.1,,Stacks blocks and uses utensils with growing precision.,,,,,,
Label,6.3.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,6.3.4.1,,Strings large beads and manipulates puzzle pieces.,,,,,,
Label,6.3.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,6.3.5.1,PMP.3.b,Child exhibits steady improvement in fine-motor tasks,,,,,,
Developmental Milestones,6.3.5.2,PMP.3.c,Child displays growing strength in small muscle groups,,,,,,
Developmental Milestones,6.3.5.3,PMP.3.a,Child demonstrates accurate handling and manipulation of objects,,,,,,
Label,6.3.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,6.3.6.1,X.C.1,Demonstrates control/strength of small muscles,,,,PK,, Grasps and manipulates small objects with fingers.
Developmental Milestones,6.3.6.1.1,X.C.1.a,1) Demonstrates Fine Motor Skills,,,,PK,, Grasps small objects with fingers.
Developmental Milestones,6.3.6.1.2,X.C.1.b,2) Exhibit Manual Dexterity,,,,PK,, Use hands to pick up and hold small objects.
Developmental Milestones,6.3.6.1.3,X.C.1.c,3) Show Hand-eye coordination,,,,PK,, reach for and grab toys with both hands.
Standard,6.3.6.2,X.C.2,Demonstrates eye-hand coordination,,,,PK,, Picks up and places toys with hands.
Developmental Milestones,6.3.6.2.1,X.C.2.a,'Displays precision in grasping objects',,,,PK,, Picks up small objects using fingers.
Developmental Milestones,6.3.6.2.2,X.C.2.b,'Manages successful object transfer from one hand to another',,,,PK,, moves a toy from one hand to the other.
Developmental Milestones,6.3.6.2.3,X.C.2.c,'Accurately directs hand based on visual input',,,,PK,, Reaches for objects they see.
Cluster,6.3.6.3,X.C,Fine Motor Development Skills,,,,PK,, Scribbles with a crayon on paper.
Standard,6.4,PMP.4,Child demonstrates personal hygiene and self-care skills,,,,,,
Label,6.4.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,6.4.1.1,,Reacts positively to being cleaned or cared for by caregivers,,,,,,
Label,6.4.2,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,6.4.2.1,,"Begins to assist in basic self-care tasks, such as holding out arms to put on clothes.",,,,,,
Label,6.4.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,6.4.3.1,,"Attempts simple self-care tasks with assistance, such as washing hands or using a spoon.",,,,,,
Label,6.4.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,6.4.4.1,,"Independently completes basic tasks, like washing hands with supervision.",,,,,,
Label,6.4.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,6.4.5.1,PMP.4.a,"Child independently performs basic hygiene tasks such as washing hands, brushing teeth, and tidying up personal items.",,,,,,
Developmental Milestones,6.4.5.2,PMP.4.b,Child understands the importance of a daily hygiene routine and can follow simple self-care instructions.,,,,,,
Developmental Milestones,6.4.5.3,PMP.4.c,"Child recognizes the need for cleanliness and is able to identify when personal care, like using the restroom or cleaning up a spill, is needed.",,,,,,
Label,6.4.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,6.4.6.1,X.D.2,Practices personal health/hygiene,,,,PK,,Washes hands with help.
Developmental Milestones,6.4.6.1.1,X.D.2.a,Demonstrates Basic Personal Hygiene Routines,,,,PK,, Washes hands with help.
Developmental Milestones,6.4.6.1.2,X.D.2.b,Understands the Importance of Dietary Health,,,,PK,,Enjoys trying a variety of healthy foods.
Developmental Milestones,6.4.6.1.3,X.D.2.c,Displays Awareness of Physical Fitness,,,,PK,, moves energetically during play and Explores different ways to Use their body.
Standard,6.5,PMP.5,Child develops knowledge and skills that help promote nutritious food choices and eating habits,,,,,,
Label,6.5.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,6.5.1.1,,Shows interest in feeding times and observes adults eating.,,,,,,
Label,6.5.2,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,6.5.2.1,,Explores different tastes and textures during mealtimes.,,,,,,
Label,6.5.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,6.5.3.1,,Recognizes favorite healthy foods and begins asking for them by name.,,,,,,
Label,6.5.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,6.5.4.1,,Demonstrates curiosity about food preparation by watching or helping caregivers.,,,,,,
Label,6.5.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,6.5.5.1,PMP.5.a,Understanding Nutrition,,,,,,
Developmental Milestones,6.5.5.2,PMP.5.b,Making Healthy Choices,,,,,,
Developmental Milestones,6.5.5.3,PMP.5.c,Developing Healthy Eating Habits,,,,,,
Label,6.5.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,6.5.6.1,X.D.3,Identifies good nutrition/exercise habits,,,,PK,, Chooses healthy snacks and enjoys active play.
Developmental Milestones,6.5.6.1.1,X.D.3.a,Understands Basic Food Groups,,,,PK,,Knows the names of different foods.
Developmental Milestones,6.5.6.1.2,X.D.3.b,Differentiates Between Healthy and Unhealthy Foods,,,,PK,,Chooses fruits and veggies over candy when offered both.
Developmental Milestones,6.5.6.1.3,X.D.3.c,Recognizes Physical Activity Importance,,,,PK,,Runs and jumps during playtime.
Standard,6.6,PMP.6,Child demonstrates knowledge of personal safety practices and routines,,,,,,
Label,6.6.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,6.6.1.1,,"Reacts to changes in their environment that signal safety or danger, such as loud noises or being held securely.",,,,,,
Label,6.6.2,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,6.6.2.1,,"Understands simple safety instructions, like ""Stop"" or ""No.""",,,,,,
Label,6.6.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,6.6.3.1,,"Begins to follow basic safety routines, such as holding hands while walking.",,,,,,
Label,6.6.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,6.6.4.1,,"Anticipates safety rules during familiar routines, such as waiting before crossing the street.",,,,,,
Label,6.6.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,6.6.5.1,PMP.6.a,"Child can identify potential dangers in various environments (home, school, playground).",,,,,,
Developmental Milestones,6.6.5.2,PMP.6.b,"Child correctly follows personal safety routines like hand-washing, crossing the road, etc.",,,,,,
Developmental Milestones,6.6.5.3,PMP.6.c,Child exhibits understanding of how to seek help from trusted adults in unsafe or uncomfortable situations.,,,,,,
Label,6.6.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,6.6.6.1,X.D.1,Practices personal safety,,,,PK,,Stays safe by holding an adult's hand when walking.
Developmental Milestones,6.6.6.1.1,X.D.1.a,Demonstrates awareness of safety rules and guidelines,,,,PK,,Follows simple safety instructions.
Developmental Milestones,6.6.6.1.2,X.D.1.b,Shows understanding of personal boundaries and respect for others,,,,PK,,Respects others by keeping a gentle distance.
Developmental Milestones,6.6.6.1.3,X.D.1.c,Displays skills in self-caution and awareness during physical activities,,,,PK,, moves carefully and stops to look around during play.
