Human Coding Scheme,Full Statement,Type,Smart Level
"changes (e.g., “I am two years older than when I started school.”) (CD3.4o)68 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",monthsEarly Preschool,Developmental Indicator,22-36
"changes (e.g., “I am two years older than when I started school.”) (CD3.4o)68 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",monthsLater Preschool,Developmental Indicator,34-48
"changes (e.g., “I am two years older than when I started school.”) (CD3.4o)68 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",months,Developmental Indicator,44-60
"changes (e.g., “I am two years older than when I started school.”) (CD3.4o)68 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",Explores,Indicator,
"changes (e.g., “I am two years older than when I started school.”) (CD3.4o)68 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)","With adult support, indirectly",Indicator,
"changes (e.g., “I am two years older than when I started school.”) (CD3.4o)68 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",Directly compares the length or,Indicator,
"changes (e.g., “I am two years older than when I started school.”) (CD3.4o)68 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",Uses comparative language to describe,Indicator,
"changes (e.g., “I am two years older than when I started school.”) (CD3.4o)68 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)","With adult support, measures using",Indicator,
"changes (e.g., “I am two years older than when I started school.”) (CD3.4o)68 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)","With adult support, compares or",Indicator,
"changes (e.g., “I am two years older than when I started school.”) (CD3.4o)68 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)","With adult support, recognizes that",Indicator,
"changes (e.g., “I am two years older than when I started school.”) (CD3.4o)68 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)","With adult support, demonstrates “size",Indicator,
"changes (e.g., “I am two years older than when I started school.”) (CD3.4o)68 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)","With adult support, explores tools of",Indicator,
"changes (e.g., “I am two years older than when I started school.”) (CD3.4o)68 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)","With instruction, shows an awareness",Indicator,
"of time by talking about events with words such as before, after, and later (CD3.5n)69 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",monthsLater Infancy,Developmental Indicator,0-8
"of time by talking about events with words such as before, after, and later (CD3.5n)69 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",monthsEarly Toddler,Developmental Indicator,6-14
"of time by talking about events with words such as before, after, and later (CD3.5n)69 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",monthsLater Toddler,Developmental Indicator,12-24
"of time by talking about events with words such as before, after, and later (CD3.5n)69 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",monthsEarly Preschool,Developmental Indicator,22-36
"of time by talking about events with words such as before, after, and later (CD3.5n)69 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",monthsLater Preschool,Developmental Indicator,34-48
"of time by talking about events with words such as before, after, and later (CD3.5n)69 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",months,Developmental Indicator,44-60
"of time by talking about events with words such as before, after, and later (CD3.5n)69 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",With feet on a flat,Indicator,
"of time by talking about events with words such as before, after, and later (CD3.5n)69 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",Takes a step or more,Indicator,
"of time by talking about events with words such as before, after, and later (CD3.5n)69 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",Responds to music by,Indicator,
"of time by talking about events with words such as before, after, and later (CD3.5n)69 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)","With adult help,",Indicator,
"of time by talking about events with words such as before, after, and later (CD3.5n)69 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",Adjusts movements to,Indicator,
"of time by talking about events with words such as before, after, and later (CD3.5n)69 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",Repeats short rhythm,Indicator,
"of time by talking about events with words such as before, after, and later (CD3.5n)69 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",Uses words that,Indicator,
"of time by talking about events with words such as before, after, and later (CD3.5n)69 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",Follows adult’s,Indicator,
"of time by talking about events with words such as before, after, and later (CD3.5n)69 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",Repeats longer rhythm,Indicator,
"of time by talking about events with words such as before, after, and later (CD3.5n)69 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",Imitates dance,Indicator,
"of time by talking about events with words such as before, after, and later (CD3.5n)69 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",Contributes ideas to,Indicator,
"of time by talking about events with words such as before, after, and later (CD3.5n)69 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",Follows directions,Indicator,
"of time by talking about events with words such as before, after, and later (CD3.5n)69 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",Changes tempo of,Indicator,
"of time by talking about events with words such as before, after, and later (CD3.5n)69 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",Follows directions or,Indicator,
"of time by talking about events with words such as before, after, and later (CD3.5n)69 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",Reproduces dance,Indicator,
"of time by talking about events with words such as before, after, and later (CD3.5n)69 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",Uses dance to,Indicator,
communicate ideas or feelings (CD4.1u)70 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),monthsLater Infancy,Developmental Indicator,0-8
communicate ideas or feelings (CD4.1u)70 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),monthsEarly Toddler,Developmental Indicator,6-14
communicate ideas or feelings (CD4.1u)70 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),monthsLater Toddler,Developmental Indicator,12-24
communicate ideas or feelings (CD4.1u)70 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),monthsEarly Preschool,Developmental Indicator,22-36
communicate ideas or feelings (CD4.1u)70 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),monthsLater Preschool,Developmental Indicator,34-48
communicate ideas or feelings (CD4.1u)70 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),months,Developmental Indicator,44-60
communicate ideas or feelings (CD4.1u)70 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),Responds to adult,Indicator,
communicate ideas or feelings (CD4.1u)70 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),Engages in a,Indicator,
communicate ideas or feelings (CD4.1u)70 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),Responds to music,Indicator,
communicate ideas or feelings (CD4.1u)70 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),Responds to music by,Indicator,
communicate ideas or feelings (CD4.1u)70 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),Imitates a steady,Indicator,
communicate ideas or feelings (CD4.1u)70 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),Participates in group,Indicator,
communicate ideas or feelings (CD4.1u)70 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),Echoes short phrases,Indicator,
communicate ideas or feelings (CD4.1u)70 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),Changes the tempo of,Indicator,
communicate ideas or feelings (CD4.1u)70 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),Repeats short rhythm,Indicator,
communicate ideas or feelings (CD4.1u)70 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),Responds to and,Indicator,
communicate ideas or feelings (CD4.1u)70 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),Participates in,Indicator,
communicate ideas or feelings (CD4.1u)70 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),Repeats longer rhythm,Indicator,
communicate ideas or feelings (CD4.1u)70 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),"Creates beats, patterns",Indicator,
communicate ideas or feelings (CD4.1u)70 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),Sings alone and with,Indicator,
communicate ideas or feelings (CD4.1u)70 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),Keeps a steady beat for,Indicator,
communicate ideas or feelings (CD4.1u)70 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),counts by patting body parts or using small instruments (CD4.2t),Developmental Indicator,8-16
communicate ideas or feelings (CD4.1u)70 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),Draws to represent,Indicator,
communicate ideas or feelings (CD4.1u)70 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),"Uses songs, simple",Indicator,
"instruments and found materials to create music that expresses mood, story, or relationships (CD4.2v)71 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",monthsLater Infancy,Developmental Indicator,0-8
"instruments and found materials to create music that expresses mood, story, or relationships (CD4.2v)71 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",monthsEarly Toddler,Developmental Indicator,6-14
"instruments and found materials to create music that expresses mood, story, or relationships (CD4.2v)71 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",monthsLater Toddler,Developmental Indicator,12-24
"instruments and found materials to create music that expresses mood, story, or relationships (CD4.2v)71 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",monthsEarly Preschool,Developmental Indicator,22-36
"instruments and found materials to create music that expresses mood, story, or relationships (CD4.2v)71 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",monthsLater Preschool,Developmental Indicator,34-48
"instruments and found materials to create music that expresses mood, story, or relationships (CD4.2v)71 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",months,Developmental Indicator,44-60
"instruments and found materials to create music that expresses mood, story, or relationships (CD4.2v)71 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",Responds to people,Indicator,
"instruments and found materials to create music that expresses mood, story, or relationships (CD4.2v)71 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",Protests with,Indicator,
"instruments and found materials to create music that expresses mood, story, or relationships (CD4.2v)71 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",Copies simple gestures,Indicator,
"instruments and found materials to create music that expresses mood, story, or relationships (CD4.2v)71 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",Interacts with an adult,Indicator,
"instruments and found materials to create music that expresses mood, story, or relationships (CD4.2v)71 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)","Uses figures (e.g.,",Indicator,
"instruments and found materials to create music that expresses mood, story, or relationships (CD4.2v)71 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",Transitions between,Indicator,
"instruments and found materials to create music that expresses mood, story, or relationships (CD4.2v)71 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",Uses props and,Indicator,
"instruments and found materials to create music that expresses mood, story, or relationships (CD4.2v)71 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",When engaged in,Indicator,
"instruments and found materials to create music that expresses mood, story, or relationships (CD4.2v)71 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",With adult guiding,Indicator,
"instruments and found materials to create music that expresses mood, story, or relationships (CD4.2v)71 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD)",Negotiates roles and,Indicator,
dialogue with peers and adapts to the needs of the group in dramatic play (CD4.3o)72 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),monthsLater Infancy,Developmental Indicator,0-8
dialogue with peers and adapts to the needs of the group in dramatic play (CD4.3o)72 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),monthsEarly Toddler,Developmental Indicator,6-14
dialogue with peers and adapts to the needs of the group in dramatic play (CD4.3o)72 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),monthsLater Toddler,Developmental Indicator,12-24
dialogue with peers and adapts to the needs of the group in dramatic play (CD4.3o)72 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),monthsEarly Preschool,Developmental Indicator,22-36
dialogue with peers and adapts to the needs of the group in dramatic play (CD4.3o)72 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),monthsLater Preschool,Developmental Indicator,34-48
dialogue with peers and adapts to the needs of the group in dramatic play (CD4.3o)72 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),months,Developmental Indicator,44-60
dialogue with peers and adapts to the needs of the group in dramatic play (CD4.3o)72 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),Responds to visual,Indicator,
dialogue with peers and adapts to the needs of the group in dramatic play (CD4.3o)72 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),Pays attention to and,Indicator,
dialogue with peers and adapts to the needs of the group in dramatic play (CD4.3o)72 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),Participates in a,Indicator,
dialogue with peers and adapts to the needs of the group in dramatic play (CD4.3o)72 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),Shows interest in,Indicator,
dialogue with peers and adapts to the needs of the group in dramatic play (CD4.3o)72 VIRGINIA BOARD OF EDUCATION | doe.virginia.govAREA FIVE: COGNITIVE DEVELOPMENT (CD),Begins to make,Indicator,
